Company name;Security name;Yahoo code;WSJ code;Google code;Final NOS;Final FFR;Capi;FF Capi;Final Price;          ;YAH price;WSJ price ;SE price;              
Palace Capital Plc.;Palace Capital Plc.;PCA.L;PCA;PCA;46440935;0,9;;;;;;;;
Panthera Resources Plc.;Panthera Resources Plc.;PAT.L;PAT;PAT;84984410;0,9;;;;;;;;
Pelatro Plc.;Pelatro Plc.;PTRO.L;PTRO;PTRO;32532431;0,6;;;;;;;;
Pembridge Resources Plc.;Pembridge Resources Plc.;PERE.L;PERE;PERE;74406993;1;;;;;;;;
Pennpetro Energy Plc.;Pennpetro Energy Plc.;PPP.L;PPP;PPP;76452106;0,5;;;;;;;;
PRS REIT (The) Plc.;PRS REIT (The) Plc.;PRSR.L;PRSR;PRSR;495277294;0,75;;;;;;;;
Sdx Energy Plc.;Sdx Energy Plc.;SDX.L;SDX;SDX;204723000;0,65;;;;;;;;
Sensyne Health Plc.;Sensyne Health Plc.;SENS.L;SENS;SENS;128571514;0,45;;;;;;;;
Solo Oil Plc.;Solo Oil Plc.;SOLO.L;SOLO;SOLO;647509810;1;;;;;;;;
Sumo Group Plc.;Sumo Group Plc.;SUMO.L;SUMO;SUMO;159366475;0,4;;;;;;;;
Supermarket Income REIT Plc.;Supermarket Income REIT Plc.;SUPR.L;SUPR;SUPR;473620462;0,8;;;;;;;;
The Barkby Group Plc.;The Barkby Group Plc.;BARK.L;BARK;BARK;37947751;1;;;;;;;;
The Pebble Group Plc.;The Pebble Group Plc.;PEBB.L;PEBB;PEBB;167450893;0,55;;;;;;;;
TheWorks.co.UK Plc.;TheWorks.co.UK Plc.;WRKS.L;WRKS;WRKS;62500000;0,75;;;;;;;;
Trackwise Designs Plc.;Trackwise Designs Plc.;TWD.L;TWD;TWD;22113622;0,7;;;;;;;;
Warehouse REIT Plc.;Warehouse REIT Plc.;WHR.L;WHR;WHR;379344951;0,7;;;;;;;;
ADRIATIC METALS Plc.;ADRIATIC METALS Plc.;ADT1.L;ADT1;ADT1;130795596;1;;;;;;;;
AEW UK REIT Plc.;AEW UK REIT Plc.;AEWU.L;AEWU;AEWU;158774746;0,8;;;;;;;;
ARGO BLOCKCHAIN Plc.;ARGO BLOCKCHAIN Plc.;ARB.L;ARB;ARB;293750000;0,8;;;;;;;;
ASSOCIATED BRITISH ENGINEERING Plc.;ASSOCIATED BRITISH ENGINEERING Plc.;ASBE.L;ASBE;ASBE;2048990;1;;;;;;;;
CALISEN Plc.;CALISEN Plc.;CLSN.L;CLSN;CLSN;547980973;0,25;;;;;;;;
CARILLION Plc.;CARILLION Plc.;CLLN.L;CLLN;CLLN;430300000;0,5;;;;;;;;
COLUMBUS ENERGY RESOURCES Plc.;COLUMBUS ENERGY RESOURCES Plc.;CERP.L;CERP;CERP;943040487;0,95;;;;;;;;
DIGITALBOX Plc.;DIGITALBOX Plc.;DBOX.L;DBOX;DBOX;91842662;1;;;;;;;;
DRUM INCOME PLUS REIT Plc.;DRUM INCOME PLUS REIT Plc.;DRIP.L;DRIP;DRIP;38201990;0,2;;;;;;;;
ELIXIRR INTERNATIONAL Plc.;ELIXIRR INTERNATIONAL Plc.;ELIX.L;ELIX;ELIX;45197790;1;;;;;;;;
FASTJET Plc.;FASTJET Plc.;FJET.L;FJET;FJET;3822328996;0,35;;;;;;;;
FRP ADVISORY GROUP Plc.;FRP ADVISORY GROUP Plc.;FRP.L;FRP;FRP;237500560;0,85;;;;;;;;
GEORGIA HEALTHCARE GROUP Plc.;GEORGIA HEALTHCARE GROUP Plc.;GHG.L;GHG;GHG;133893269;0,45;;;;;;;;
HIDONG ESTATE Plc.;HIDONG ESTATE Plc.;HID.L;HID;HID;1713334;0,9;;;;;;;;
INSPECS GROUP Plc.;INSPECS GROUP Plc.;SPEC.L;SPEC;SPEC;70814707;0,5;;;;;;;;
NATIONAL WORLD Plc.;NATIONAL WORLD Plc.;NWOR.L;NWOR;NWOR;54000000;0,6;;;;;;;;
NEW TREND LIFESTYLE GROUP Plc.;NEW TREND LIFESTYLE GROUP Plc.;NTLG.L;NTLG;NTLG;225000000;0,6;;;;;;;;
ORIENT TELECOMS Plc.;ORIENT TELECOMS Plc.;ORNT.L;ORNT;ORNT;10000000;0,65;;;;;;;;
PENSANA RARE EARTHS Plc.;PENSANA RARE EARTHS Plc.;PRE.L;PRE;PRE;152973314;0,9;;;;;;;;
RED ROCK RESOURCES Plc.;RED ROCK RESOURCES Plc.;RRR.L;RRR;RRR;696767452;0,8;;;;;;;;
REGENCY MINES Plc.;REGENCY MINES Plc.;RGM.L;RGM;RGM;189910596;0,9;;;;;;;;
SAVANNAH ENERGY Plc.;SAVANNAH ENERGY Plc.;SAVE.L;SAVE;SAVE;996408412;0,9;;;;;;;;
SUPPLY@ME CAPITAL Plc.;SUPPLY@ME CAPITAL Plc.;SYME.L;SYME;SYME;32754944590;0,55;;;;;;;;
TARGET HEALTHCARE REIT Plc.;TARGET HEALTHCARE REIT Plc.;THRL.L;THRL;THRL;457487640;0,75;;;;;;;;
TEX HOLDINGS Plc.;TEX HOLDINGS Plc.;TXH.L;TXH;TXH;6351452;0,7;;;;;;;;
THE LOCAL SHOPPING REIT Plc.;THE LOCAL SHOPPING REIT Plc.;LSR.L;LSR;LSR;31861414;0,45;;;;;;;;
TRIDENT ROYALTIES Plc.;TRIDENT ROYALTIES Plc.;TRR.L;TRR;TRR;103500000;0,95;;;;;;;;
TRITAX EUROBOX Plc.;TRITAX EUROBOX Plc.;BOXE.L;BOXE;BOXE;422727273;0,85;;;;;;;;
WORTHINGTON GROUP Plc.;WORTHINGTON GROUP Plc.;WRN.L;WRN;WRN;25016509;0,5;;;;;;;;
XPLORER Plc.;XPLORER Plc.;XPL.L;XPL;XPL;13612600;0,7;;;;;;;;
